# Example data file 1 for importing
# this is read in with blocks enabled
1       0.1     0.04
1.5     1.2     0.21
2       2.1     0.11
2.4     2.0     0.11
6.3     3.5     0.21
6.9     4.0     0.34
8.1     5.1     0.11

0 0.598891867123 0.571271171527
1 1.27652599928 0.293211984296
2 1.80910012902 0.59316037268
3 2.49652366924 0.212350438791
4 2.46688314965 0.418003360397
5 2.84211196873 0.303143691697
6 3.03125458979 0.905546142022
7 3.34096409413 0.276983451243
8 3.38876182999 0.644970504048
9 3.3431954804 0.0314161044416
10 3.72957202336 0.586131190135
11 3.32604926178 0.611351645308
12 4.31563271648 0.703522901568
13 4.59995446895 0.844015647958
14 4.15530039017 0.724286803521
